1	1	2017-10-27 10:49:44.284	60:0b:03:cf:5d:10	2437	
2	1	2017-10-27 10:49:44.290	60:0b:03:cf:5d:11	2437	
3	1	2017-10-27 10:49:44.292	1c:fa:68:c0:46:4a	2437	
4	1	2017-10-27 10:49:44.294	70:ba:ef:d2:49:51	2462	
5	1	2017-10-27 10:49:44.296	b0:95:8e:52:d8:19	2437	
6	1	2017-10-27 10:49:44.299	64:09:80:1c:d7:76	2462	
7	1	2017-10-27 10:49:44.303	60:0b:03:cf:59:91	2412	
8	1	2017-10-27 10:49:44.305	1c:fa:68:fd:6e:bb	2437	
9	1	2017-10-27 10:49:44.307	60:0b:03:cf:8a:91	2412	
10	1	2017-10-27 10:49:44.311	1c:fa:68:b4:91:3e	2412	
11	1	2017-10-27 10:49:44.314	70:ba:ef:d2:49:50	2462	
12	1	2017-10-27 10:49:44.317	c2:95:8e:52:d8:19	2437	
13	1	2017-10-27 10:49:44.318	60:0b:03:cf:59:90	2412	
14	1	2017-10-27 10:49:44.322	f4:30:b9:3f:dc:5d	2462	
15	1	2017-10-27 10:49:44.324	60:0b:03:cf:8a:90	2412	
16	1	2017-10-27 10:49:44.327	f4:83:cd:db:bd:9a	2412	
17	1	2017-10-27 10:49:44.329	60:0b:03:cf:61:90	2437	
18	1	2017-10-27 10:49:44.336	14:75:90:8d:e2:7a	2412	
19	1	2017-10-27 10:49:44.338	60:0b:03:cf:59:f1	2462	
20	1	2017-10-27 10:49:44.341	60:0b:03:cf:59:f0	2462	
21	1	2017-10-27 10:49:44.344	6c:e8:73:4e:0e:1a	2437	
22	1	2017-10-27 10:49:44.347	60:0b:03:cf:61:91	2437	
23	1	2017-10-27 10:49:44.349	60:0b:03:cf:5b:f0	2462	
24	1	2017-10-27 10:49:44.351	d8:c8:e9:fd:9b:b2	2422	
25	1	2017-10-27 10:49:44.353	60:0b:03:cf:5b:f1	2462	
26	1	2017-10-27 10:49:44.356	a8:57:4e:47:c2:98	2462	
27	1	2017-10-27 10:49:44.358	d8:15:0d:d9:7a:18	2412	
28	1	2017-10-27 10:49:44.360	14:75:90:eb:df:bd	2412	
29	1	2017-10-27 10:49:44.362	34:68:95:77:af:c6	2412	
30	1	2017-10-27 10:49:44.363	f4:83:cd:7b:db:96	2462	
31	1	2017-10-27 10:49:44.365	c0:61:18:e4:78:40	2437	
32	1	2017-10-27 10:49:44.367	60:0b:03:cf:5d:b1	2412	
33	1	2017-10-27 10:49:44.369	60:0b:03:cf:5c:d0	2462	
34	1	2017-10-27 10:49:44.370	60:0b:03:cf:b2:50	2412	
35	1	2017-10-27 10:49:44.373	60:0b:03:cf:5c:d1	2462	
36	1	2017-10-27 10:49:44.375	60:0b:03:cf:56:f1	2437	
37	1	2017-10-27 10:49:44.377	de:ad:be:02:89:96	2432	
38	1	2017-10-27 10:49:44.379	1c:fa:68:b5:b3:86	2412	
39	1	2017-10-27 10:49:46.153	60:0b:03:cf:5d:10	2437	
40	1	2017-10-27 10:49:46.155	60:0b:03:cf:5d:11	2437	
41	1	2017-10-27 10:49:46.157	1c:fa:68:c0:46:4a	2437	
42	1	2017-10-27 10:49:46.158	70:ba:ef:d2:49:51	2462	
43	1	2017-10-27 10:49:46.160	b0:95:8e:52:d8:19	2437	
44	1	2017-10-27 10:49:46.162	64:09:80:1c:d7:76	2462	
45	1	2017-10-27 10:49:46.163	60:0b:03:cf:59:91	2412	
46	1	2017-10-27 10:49:46.165	1c:fa:68:fd:6e:bb	2437	
47	1	2017-10-27 10:49:46.167	60:0b:03:cf:8a:91	2412	
48	1	2017-10-27 10:49:46.168	1c:fa:68:b4:91:3e	2412	
49	1	2017-10-27 10:49:46.170	70:ba:ef:d2:49:50	2462	
50	1	2017-10-27 10:49:46.172	c2:95:8e:52:d8:19	2437	
51	1	2017-10-27 10:49:46.173	60:0b:03:cf:59:90	2412	
52	1	2017-10-27 10:49:46.175	f4:30:b9:3f:dc:5d	2462	
53	1	2017-10-27 10:49:46.177	60:0b:03:cf:8a:90	2412	
54	1	2017-10-27 10:49:46.178	f4:83:cd:db:bd:9a	2412	
55	1	2017-10-27 10:49:46.180	60:0b:03:cf:61:90	2437	
56	1	2017-10-27 10:49:46.182	14:75:90:8d:e2:7a	2412	
57	1	2017-10-27 10:49:46.183	60:0b:03:cf:59:f1	2462	
58	1	2017-10-27 10:49:46.185	60:0b:03:cf:59:f0	2462	
59	1	2017-10-27 10:49:46.187	6c:e8:73:4e:0e:1a	2437	
60	1	2017-10-27 10:49:46.189	60:0b:03:cf:61:91	2437	
61	1	2017-10-27 10:49:46.190	60:0b:03:cf:5b:f0	2462	
62	1	2017-10-27 10:49:46.192	d8:c8:e9:fd:9b:b2	2422	
63	1	2017-10-27 10:49:46.193	60:0b:03:cf:5b:f1	2462	
64	1	2017-10-27 10:49:46.195	a8:57:4e:47:c2:98	2462	
65	1	2017-10-27 10:49:46.197	d8:15:0d:d9:7a:18	2412	
66	1	2017-10-27 10:49:46.199	14:75:90:eb:df:bd	2412	
67	1	2017-10-27 10:49:46.200	34:68:95:77:af:c6	2412	
68	1	2017-10-27 10:49:46.202	f4:83:cd:7b:db:96	2462	
69	1	2017-10-27 10:49:46.204	c0:61:18:e4:78:40	2437	
70	1	2017-10-27 10:49:46.205	60:0b:03:cf:5d:b1	2412	
71	1	2017-10-27 10:49:46.207	60:0b:03:cf:5c:d0	2462	
72	1	2017-10-27 10:49:46.209	60:0b:03:cf:b2:50	2412	
73	1	2017-10-27 10:49:46.210	60:0b:03:cf:5c:d1	2462	
74	1	2017-10-27 10:49:46.212	60:0b:03:cf:56:f1	2437	
75	1	2017-10-27 10:49:46.214	de:ad:be:02:89:96	2432	
76	1	2017-10-27 10:49:46.215	1c:fa:68:b5:b3:86	2412	
77	1	2017-10-27 10:49:46.217	88:25:93:e7:2c:32	2437	
78	1	2017-10-27 10:49:46.219	f0:b4:29:25:5d:cd	2412	
79	1	2017-10-27 10:49:46.220	f0:eb:d0:ff:ad:90	2422	
80	1	2017-10-27 10:49:46.222	80:f6:2e:50:cf:11	2437	
81	1	2017-10-27 10:49:46.224	14:75:90:69:87:20	2412	
82	1	2017-10-27 10:49:46.225	60:0b:03:cf:5d:b0	2412	
83	1	2017-10-27 10:49:48.151	60:0b:03:cf:5d:10	2437	
84	1	2017-10-27 10:49:48.156	60:0b:03:cf:5d:11	2437	
85	1	2017-10-27 10:49:48.158	1c:fa:68:c0:46:4a	2437	
86	1	2017-10-27 10:49:48.160	70:ba:ef:d2:49:51	2462	
87	1	2017-10-27 10:49:48.161	b0:95:8e:52:d8:19	2437	
88	1	2017-10-27 10:49:48.163	64:09:80:1c:d7:76	2462	
89	1	2017-10-27 10:49:48.165	60:0b:03:cf:59:91	2412	
90	1	2017-10-27 10:49:48.166	1c:fa:68:fd:6e:bb	2437	
91	1	2017-10-27 10:49:48.168	60:0b:03:cf:8a:91	2412	
92	1	2017-10-27 10:49:48.170	1c:fa:68:b4:91:3e	2412	
93	1	2017-10-27 10:49:48.171	70:ba:ef:d2:49:50	2462	
94	1	2017-10-27 10:49:48.173	c2:95:8e:52:d8:19	2437	
95	1	2017-10-27 10:49:48.175	60:0b:03:cf:59:90	2412	
96	1	2017-10-27 10:49:48.176	f4:30:b9:3f:dc:5d	2462	
97	1	2017-10-27 10:49:48.178	60:0b:03:cf:8a:90	2412	
98	1	2017-10-27 10:49:48.180	f4:83:cd:db:bd:9a	2412	
99	1	2017-10-27 10:49:48.182	60:0b:03:cf:61:90	2437	
100	1	2017-10-27 10:49:48.183	14:75:90:8d:e2:7a	2412	
101	1	2017-10-27 10:49:48.185	60:0b:03:cf:59:f0	2462	
